"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000062064" "AABR07041247.4" "processed_pseudogene" 124068778 124069700 "havana"
"ENSRNOG00000062044" "AABR07041246.1" "processed_pseudogene" 124035807 124036507 "havana"
"ENSRNOG00000000759" "Olr1730" "protein_coding" 1647441 1648449 "ensembl_havana"
"ENSRNOG00000038872" "Fam115e" "protein_coding" 72010579 72023952 "ensembl_havana"
"ENSRNOG00000051451" "AABR07044297.1" "unprocessed_pseudogene" 1622069 1623011 "havana"
"ENSRNOG00000040013" "Rhox2" "protein_coding" 123887988 123993542 "ensembl_havana"
"ENSRNOG00000051277" "AABR07067401.2" "lincRNA" 43139375 43145833 "havana"
"ENSRNOG00000046298" "AABR07067401.1" "lincRNA" 43143868 43166640 "ensembl_havana"
"ENSRNOG00000046333" "AABR07007032.1" "protein_coding" 277853875 278042312 "ensembl_havana"
"ENSRNOG00000016254" "Sema4c" "protein_coding" 43129415 43139870 "ensembl_havana"
"ENSRNOG00000062142" "AABR07029963.1" "unprocessed_pseudogene" 61527462 61540774 "havana"
"ENSRNOG00000061444" "Olr1714" "unprocessed_pseudogene" 1299573 1300572 "havana"
"ENSRNOG00000037185" "AABR07058514.1" "processed_pseudogene" 121773540 121773966 "havana"
"ENSRNOG00000055025" "Fam25a" "protein_coding" 10702263 10706073 "ensembl_havana"
"ENSRNOG00000062075" "AABR07058514.3" "processed_pseudogene" 121745818 121746089 "havana"
"ENSRNOG00000025344" "Enthd1" "protein_coding" 121669373 121783435 "ensembl_havana"
"ENSRNOG00000000799" "Abcf1" "protein_coding" 3309899 3322825 "ensembl_havana"
"ENSRNOG00000050229" "LOC102550314" "transcribed_processed_pseudogene" 5808006 5809699 "ensembl_havana"
"ENSRNOG00000019504" "AABR07026536.1" "protein_coding" 81616642 81687655 "ensembl_havana"
"ENSRNOG00000045569" "Nol8" "protein_coding" 15405860 15429322 "ensembl_havana"
"ENSRNOG00000061985" "AABR07041237.1" "TEC" 123573752 123574747 "havana"
"ENSRNOG00000061965" "AABR07041239.1" "processed_pseudogene" 123650440 123650687 "havana"
"ENSRNOG00000015596" "Efhd1" "protein_coding" 94362299 94408885 "ensembl_havana"
"ENSRNOG00000043182" "Septin6" "protein_coding" 123524950 123662350 "ensembl_havana"
"ENSRNOG00000062013" "Adprhl1" "protein_coding" 81616604 81632030 "ensembl_havana"
"ENSRNOG00000051229" "AABR07048485.1" "unprocessed_pseudogene" 78035252 78035333 "havana"
"ENSRNOG00000051064" "AABR07016332.1" "processed_pseudogene" 96895933 96896257 "havana"
"ENSRNOG00000061995" "Grtp1" "protein_coding" 81665540 81688148 "ensembl_havana"
"ENSRNOG00000049380" "AABR07033657.1" "unprocessed_pseudogene" 33887142 33893433 "havana"
"ENSRNOG00000047298" "Olr1868" "protein_coding" 1322453 1323419 "ensembl_havana"
"ENSRNOG00000061377" "AABR07044291.1" "processed_pseudogene" 1334555 1336064 "havana"
"ENSRNOG00000001701" "Cbr3" "protein_coding" 33909439 33917674 "ensembl_havana"
"ENSRNOG00000051201" "AABR07021565.1" "sense_intronic" 78498361 78500686 "havana"
"ENSRNOG00000032991" "Rufy4" "protein_coding" 81402124 81421990 "ensembl_havana"
"ENSRNOG00000002736" "Rabgap1l" "protein_coding" 78011047 78609045 "ensembl_havana"
"ENSRNOG00000049590" "RT1-M2" "protein_coding" 1337149 1339488 "ensembl_havana"
"ENSRNOG00000002537" "Wnk3" "protein_coding" 20316893 20454357 "ensembl_havana"
"ENSRNOG00000032576" "Nlgn1" "protein_coding" 111057291 111793326 "ensembl_havana"
"ENSRNOG00000062018" "AC141521.3" "TEC" 5713764 5714436 "havana"
"ENSRNOG00000025909" "Uqcc2" "protein_coding" 5712203 5723902 "ensembl_havana"
"ENSRNOG00000051351" "AABR07048486.1" "unprocessed_pseudogene" 78040897 78041776 "havana"
"ENSRNOG00000061485" "AABR07007035.1" "lincRNA" 278161295 278178451 "havana"
"ENSRNOG00000051224" "AABR07004912.2" "processed_pseudogene" 167355611 167355907 "havana"
"ENSRNOG00000051227" "AABR07048487.2" "protein_coding" 78041977 78042556 "havana"
"ENSRNOG00000014582" "Mrpl18" "protein_coding" 48033768 48038726 "ensembl_havana"
"ENSRNOG00000017225" "Fam160b1" "protein_coding" 278198179 278221686 "ensembl_havana"
"ENSRNOG00000051121" "AABR07048487.1" "unprocessed_pseudogene" 78063089 78064634 "havana"
"ENSRNOG00000051133" "AABR07039147.1" "processed_pseudogene" 69786646 69786802 "havana"
"ENSRNOG00000050982" "AABR07014301.2" "processed_pseudogene" 8149864 8150210 "havana"
"ENSRNOG00000051215" "AABR07039147.2" "processed_pseudogene" 69743946 69744309 "havana"
"ENSRNOG00000062001" "AABR07014301.3" "transcribed_processed_pseudogene" 8089268 8090475 "havana"
"ENSRNOG00000032208" "Eda" "protein_coding" 69730242 70220329 "havana"
"ENSRNOG00000002912" "Parn" "protein_coding" 1308414 1461269 "ensembl_havana"
"ENSRNOG00000002079" "Mapk10" "protein_coding" 8080275 8368254 "ensembl_havana"
"ENSRNOG00000025883" "Ip6k3" "protein_coding" 5733482 5754773 "ensembl_havana"
"ENSRNOG00000062059" "AC141521.4" "antisense" 5740792 5741634 "havana"
"ENSRNOG00000018290" "Alx3" "protein_coding" 210381829 210386928 "ensembl_havana"
"ENSRNOG00000005214" "Plek" "protein_coding" 100151210 100217913 "ensembl_havana"
"ENSRNOG00000038807" "Clpsl2" "protein_coding" 5791449 5794344 "ensembl_havana"
"ENSRNOG00000049392" "Sowahd" "protein_coding" 123662477 123664107 "ensembl_havana"
"ENSRNOG00000005326" "Cnrip1" "protein_coding" 100217289 100247235 "ensembl_havana"
"ENSRNOG00000009245" "Exosc2" "protein_coding" 10151284 10161989 "ensembl_havana"
"ENSRNOG00000060606" "AC098180.1" "processed_pseudogene" 100172691 100173483 "havana"
"ENSRNOG00000000510" "Clps" "protein_coding" 5803383 5806097 "ensembl_havana"
"ENSRNOG00000062114" "AABR07004914.1" "processed_pseudogene" 167472993 167473689 "havana"
"ENSRNOG00000062040" "AABR07014301.4" "processed_pseudogene" 8115217 8115712 "havana"
"ENSRNOG00000020425" "Stim1" "protein_coding" 167373678 167533420 "ensembl_havana"
"ENSRNOG00000030222" "Tcaf2" "protein_coding" 71206876 71229575 "ensembl_havana"
"ENSRNOG00000043348" "LOC103693375" "protein_coding" 123705235 123708211 "ensembl_havana"
"ENSRNOG00000048795" "Top2b" "processed_transcript" 10262651 10320233 "ensembl_havana"
"ENSRNOG00000015796" "Msh2" "protein_coding" 11215963 11274932 "ensembl_havana"
"ENSRNOG00000022283" "Lhfpl5" "protein_coding" 5815837 5826137 "ensembl_havana"
"ENSRNOG00000002905" "Ccdc103" "protein_coding" 90984227 90987823 "ensembl_havana"
"ENSRNOG00000030212" "Cerkl" "protein_coding" 66268947 66394764 "ensembl_havana"
"ENSRNOG00000062058" "AABR07044429.1" "TEC" 5824935 5825255 "havana"
"ENSRNOG00000000511" "Srpk1" "protein_coding" 5831119 5865854 "ensembl_havana"
"ENSRNOG00000016057" "Kcnj13" "protein_coding" 94487224 94495333 "ensembl_havana"
"ENSRNOG00000017105" "Dpyd" "protein_coding" 221823687 222694627 "ensembl_havana"
"ENSRNOG00000023577" "Gigyf2" "protein_coding" 94425252 94550431 "ensembl_havana"
"ENSRNOG00000055145" "AABR07052611.1" "processed_pseudogene" 66295921 66296626 "havana"
"ENSRNOG00000059166" "Ldb3" "protein_coding" 10878334 10941501 "ensembl_havana"
"ENSRNOG00000039994" "Upf3b" "protein_coding" 123713339 123731385 "ensembl_havana"
"ENSRNOG00000013631" "Slc31a2" "protein_coding" 78120607 78131114 "ensembl_havana"
"ENSRNOG00000058057" "AABR07019403.1" "processed_transcript" 104235678 104394322 "ensembl_havana"
"ENSRNOG00000051079" "AC095947.4" "lincRNA" 70222690 70223220 "havana"
"ENSRNOG00000051909" "AABR07044293.1" "unprocessed_pseudogene" 1504767 1505699 "havana"
"ENSRNOG00000059669" "AABR07060394.2" "unprocessed_pseudogene" 71241687 71247015 "havana"
"ENSRNOG00000061972" "AABR07009770.1" "processed_pseudogene" 111867199 111868129 "havana"
"ENSRNOG00000024128" "Aco2" "protein_coding" 123102468 123145635 "ensembl_havana"
"ENSRNOG00000023941" "Fam178b" "protein_coding" 43179795 43251400 "ensembl_havana"
"ENSRNOG00000042370" "AABR07044308.1" "unprocessed_pseudogene" 2268105 2270293 "ensembl_havana"
"ENSRNOG00000021780" "Rad51d" "protein_coding" 70227163 70241254 "ensembl_havana"
"ENSRNOG00000051294" "AABR07034923.1" "protein_coding" 491007 499601 "havana"
"ENSRNOG00000014269" "Cxcr2" "protein_coding" 81427730 81434102 "ensembl_havana"
"ENSRNOG00000000512" "Slc26a8" "protein_coding" 5881462 5931648 "ensembl_havana"
"ENSRNOG00000054154" "Olr1718" "unprocessed_pseudogene" 1515463 1516402 "havana"
"ENSRNOG00000051321" "AABR07039153.2" "lincRNA" 70222056 70222693 "havana"
"ENSRNOG00000002918" "FAM187A" "protein_coding" 90988732 90990203 "ensembl_havana"
"ENSRNOG00000010702" "Ube3c" "protein_coding" 2505909 2606655 "ensembl_havana"
"ENSRNOG00000059268" "Ppp1r10" "protein_coding" 3329677 3344286 "ensembl_havana"
"ENSRNOG00000062028" "AABR07009775.1" "processed_pseudogene" 112021251 112023171 "havana"
"ENSRNOG00000051290" "AABR07039153.1" "processed_pseudogene" 70234622 70235027 "havana"
"ENSRNOG00000053813" "Nkap" "protein_coding" 123751089 123770595 "ensembl_havana"
"ENSRNOG00000012103" "Nmbr" "protein_coding" 8933831 8944987 "ensembl_havana"
"ENSRNOG00000042687" "Otud6a" "protein_coding" 70256737 70257609 "ensembl_havana"
"ENSRNOG00000003030" "Awat2" "protein_coding" 70224654 70270693 "ensembl_havana"
"ENSRNOG00000005609" "Neurod1" "protein_coding" 66414308 66417741 "ensembl_havana"
"ENSRNOG00000050431" "Aspn" "protein_coding" 15495790 15519282 "ensembl_havana"
"ENSRNOG00000060951" "AABR07052613.1" "lincRNA" 66403184 66436668 "havana"
"ENSRNOG00000006899" "Akap14" "protein_coding" 123773430 123788898 "ensembl_havana"
"ENSRNOG00000062220" "Cenpp" "protein_coding" 15429708 15603199 "havana"
"ENSRNOG00000001009" "Bri3" "protein_coding" 12322243 12330939 "ensembl_havana"
"ENSRNOG00000002919" "Gfap" "protein_coding" 90990762 90999506 "ensembl_havana"
"ENSRNOG00000056825" "AABR07072539.4" "processed_pseudogene" 15526341 15527238 "havana"
"ENSRNOG00000047786" "Ogn" "protein_coding" 15447716 15467359 "ensembl_havana"
"ENSRNOG00000057560" "AABR07044308.4" "processed_pseudogene" 2279882 2280206 "havana"
"ENSRNOG00000052226" "LOC108348144" "protein_coding" 123803103 123806777 "ensembl_havana"
"ENSRNOG00000039560" "LOC103690116" "protein_coding" 15475710 15484269 "ensembl_havana"
"ENSRNOG00000062294" "AC111847.1" "antisense" 15589043 15596769 "havana"
"ENSRNOG00000037886" "Hs6st3" "processed_transcript" 104448600 105254214 "ensembl_havana"
"ENSRNOG00000052743" "AC125982.2" "lincRNA" 130472681 130474055 "ensembl_havana"
"ENSRNOG00000049908" "AABR07037436.1" "antisense" 20733922 20866251 "ensembl_havana"
"ENSRNOG00000062180" "AABR07072539.6" "sense_intronic" 15468139 15469336 "havana"
"ENSRNOG00000031716" "LOC100910978" "protein_coding" 15533972 15566332 "ensembl_havana"
"ENSRNOG00000051271" "AABR07021571.1" "processed_pseudogene" 78619573 78620398 "havana"
"ENSRNOG00000048239" "Cxcr1" "protein_coding" 81466332 81469274 "ensembl_havana"
"ENSRNOG00000038965" "AABR07037419.1" "processed_pseudogene" 20563114 20564157 "havana"
"ENSRNOG00000062303" "AABR07072539.7" "processed_pseudogene" 15490685 15490789 "havana"
"ENSRNOG00000062231" "AABR07037451.2" "protein_coding" 20484517 21015836 "havana"
"ENSRNOG00000062232" "Mcc" "protein_coding" 12006660 12128845 "havana"
"ENSRNOG00000005486" "Phf20l1" "protein_coding" 107406962 107442513 "ensembl_havana"
"ENSRNOG00000000513" "Mapk14" "protein_coding" 5933303 5995137 "ensembl_havana"
"ENSRNOG00000062300" "AABR07037451.3" "processed_pseudogene" 20947714 20947998 "havana"
"ENSRNOG00000051287" "AABR07038714.1" "processed_pseudogene" 59275517 59277284 "havana"
"ENSRNOG00000002764" "Mettl16" "protein_coding" 61626597 61672136 "ensembl_havana"
"ENSRNOG00000015667" "Epcam" "protein_coding" 11281964 11298216 "ensembl_havana"
"ENSRNOG00000051204" "Dop1b" "protein_coding" 33925498 34027435 "ensembl_havana"
"ENSRNOG00000009508" "Casp6" "protein_coding" 230186198 230198555 "ensembl_havana"
"ENSRNOG00000024521" "Spata16" "protein_coding" 112281376 112659927 "ensembl_havana"
"ENSRNOG00000019635" "Cops8" "protein_coding" 97772184 97782067 "ensembl_havana"
"ENSRNOG00000059412" "Rnf113a1" "protein_coding" 123806918 123808049 "ensembl_havana"
"ENSRNOG00000009433" "Mcub" "protein_coding" 230199343 230273709 "ensembl_havana"
"ENSRNOG00000014937" "Lrrc71" "protein_coding" 187102833 187113752 "ensembl_havana"
"ENSRNOG00000053949" "Olr1722" "unprocessed_pseudogene" 1546893 1547832 "havana"
"ENSRNOG00000051398" "AABR07044308.2" "unprocessed_pseudogene" 2290613 2292231 "havana"
"ENSRNOG00000051207" "AC113837.1" "processed_pseudogene" 78674265 78674697 "havana"
"ENSRNOG00000054164" "LOC108348152" "protein_coding" 123821637 123823056 "ensembl_havana"
"ENSRNOG00000016660" "Cox5b" "protein_coding" 43259709 43262040 "ensembl_havana"
"ENSRNOG00000047821" "Smlr1" "protein_coding" 20856187 20877716 "ensembl_havana"
"ENSRNOG00000053091" "Olr1726" "unprocessed_pseudogene" 1577656 1578595 "havana"
"ENSRNOG00000058333" "LOC103689929" "protein_coding" 123851845 123857609 "ensembl_havana"
"ENSRNOG00000006636" "Otud6b" "protein_coding" 28333019 28349927 "ensembl_havana"
"ENSRNOG00000009218" "Prdm12" "protein_coding" 10181924 10196626 "ensembl_havana"
"ENSRNOG00000061951" "AC107580.2" "processed_pseudogene" 123861589 123861748 "havana"
"ENSRNOG00000023140" "Pnldc1" "protein_coding" 48039909 48058400 "ensembl_havana"
"ENSRNOG00000045752" "Rrm1" "protein_coding" 167538263 167562688 "ensembl_havana"
"ENSRNOG00000051342" "AABR07017296.1" "processed_pseudogene" 21114017 21114318 "havana"
"ENSRNOG00000002338" "Dgke" "protein_coding" 76386471 76407989 "ensembl_havana"
"ENSRNOG00000056415" "AABR07044308.3" "processed_pseudogene" 2297142 2297250 "havana"
"ENSRNOG00000053351" "Rhox3" "protein_coding" 123862563 123867149 "ensembl_havana"
"ENSRNOG00000012122" "Clvs2" "protein_coding" 25173242 25296927 "ensembl_havana"
"ENSRNOG00000051327" "AABR07038714.2" "processed_pseudogene" 59591061 59592009 "havana"
"ENSRNOG00000062163" "AABR07000765.3" "processed_pseudogene" 25262796 25263797 "havana"
"ENSRNOG00000001111" "Brca2" "protein_coding" 504007 544748 "ensembl_havana"
"ENSRNOG00000062105" "AABR07000765.1" "processed_pseudogene" 25253270 25254279 "havana"
"ENSRNOG00000000515" "Mapk13" "protein_coding" 6018374 6027473 "ensembl_havana"
"ENSRNOG00000026374" "AABR07044311.1" "processed_pseudogene" 2331843 2332277 "havana"
"ENSRNOG00000000465" "Slc39a7" "protein_coding" 3819414 3822778 "ensembl_havana"
"ENSRNOG00000051199" "Fsip2" "protein_coding" 70285219 70356568 "ensembl_havana"
"ENSRNOG00000050438" "Olr1724" "unprocessed_pseudogene" 1601129 1602065 "havana"
"ENSRNOG00000061854" "AC113837.9" "TEC" 78725209 78726317 "havana"
"ENSRNOG00000002750" "Rc3h1" "processed_transcript" 78722763 78789266 "ensembl_havana"
"ENSRNOG00000060566" "AABR07038729.1" "processed_pseudogene" 59761456 59762331 "havana"
"ENSRNOG00000002894" "Mnt" "protein_coding" 61685241 61700491 "ensembl_havana"
"ENSRNOG00000008264" "Fndc8" "protein_coding" 70242874 70250934 "ensembl_havana"
"ENSRNOG00000051276" "AABR07038752.1" "processed_pseudogene" 60135998 60137855 "havana"
"ENSRNOG00000045696" "AABR07028979.1" "transcribed_processed_pseudogene" 1464780 1470746 "havana"
"ENSRNOG00000008287" "Nle1" "protein_coding" 70250959 70259553 "ensembl_havana"
"ENSRNOG00000003151" "Bfar" "protein_coding" 1464765 1497653 "ensembl_havana"
"ENSRNOG00000031534" "Rhox8" "protein_coding" 123976734 123980357 "ensembl_havana"
"ENSRNOG00000051328" "AABR07017308.1" "processed_pseudogene" 21189336 21189654 "havana"
"ENSRNOG00000050918" "AABR07060394.1" "unprocessed_pseudogene" 71275061 71286669 "havana"
"ENSRNOG00000053704" "" "misc_RNA" 110596647 110596737 "ensembl"
"ENSRNOG00000045369" "5S_rRNA" "rRNA" 29352780 29352913 "ensembl"
"ENSRNOG00000019424" "Aspdh" "protein_coding" 100470722 100473459 "ensembl"
"ENSRNOG00000019712" "Ints11" "protein_coding" 173318479 173336930 "ensembl"
"ENSRNOG00000054345" "AABR07029535.1" "lincRNA" 33225803 33228312 "ensembl"
"ENSRNOG00000014165" "Ssr1" "protein_coding" 27492220 27523912 "ensembl"
"ENSRNOG00000050695" "LOC108348145" "protein_coding" 118490345 118497077 "ensembl"
"ENSRNOG00000047659" "AABR07028480.6" "miRNA" 71813437 71813522 "ensembl"
"ENSRNOG00000036370" "AABR07016769.1" "miRNA" 113755185 113755274 "ensembl"
"ENSRNOG00000059574" "U6" "snRNA" 38348320 38348416 "ensembl"
"ENSRNOG00000033891" "AABR07045058.1" "protein_coding" 33174892 33182294 "ensembl"
"ENSRNOG00000002200" "AABR07072371.1" "processed_pseudogene" 10624265 10625128 "ensembl"
"ENSRNOG00000019070" "St13" "protein_coding" 122585771 122635731 "ensembl"
"ENSRNOG00000011457" "Lrrc26" "protein_coding" 2506426 2507752 "ensembl"
"ENSRNOG00000008585" "Tmbim7" "protein_coding" 27606078 27638676 "ensembl"
"ENSRNOG00000054215" "AABR07004971.1" "pseudogene" 172971182 172972128 "ensembl"
"ENSRNOG00000025991" "Pex1" "protein_coding" 27659381 27698037 "ensembl"
"ENSRNOG00000048693" "Ctsql2" "protein_coding" 4063432 4068100 "ensembl"
"ENSRNOG00000016782" "Tnfrsf8" "protein_coding" 163186349 163231578 "ensembl"
"ENSRNOG00000050974" "AABR07030773.1" "protein_coding" 103562725 103569244 "ensembl"
"ENSRNOG00000008363" "AABR07071101.1" "protein_coding" 100260049 100261080 "ensembl"
"ENSRNOG00000050031" "LOC100912450" "protein_coding" 170194433 170195107 "ensembl"
"ENSRNOG00000005990" "Wdsub1" "protein_coding" 45925008 45955449 "ensembl"
"ENSRNOG00000020062" "LOC108348233" "protein_coding" 30515962 30518352 "ensembl"
"ENSRNOG00000037673" "AABR07071891.1" "protein_coding" 84573496 84573959 "ensembl"
"ENSRNOG00000030016" "Robo3" "protein_coding" 39892792 39907478 "ensembl"
"ENSRNOG00000020698" "Rnd2" "protein_coding" 89376530 89380101 "ensembl"
"ENSRNOG00000052247" "Manba" "protein_coding" 240668195 240760261 "ensembl"
"ENSRNOG00000050675" "Myl4" "protein_coding" 92628356 92638100 "ensembl"
"ENSRNOG00000019770" "Bnc1" "protein_coding" 143793064 143818706 "ensembl"
"ENSRNOG00000017077" "Snx7" "protein_coding" 221015310 221099738 "ensembl"
"ENSRNOG00000042721" "Gimd1" "protein_coding" 237679792 237714428 "ensembl"
"ENSRNOG00000023089" "AABR07067520.1" "protein_coding" 50813528 50820290 "ensembl"
"ENSRNOG00000018467" "Mitd1" "protein_coding" 44472365 44560837 "ensembl"
"ENSRNOG00000050355" "Olr1241" "protein_coding" 1535100 1536032 "ensembl"
"ENSRNOG00000018095" "Nkiras2" "protein_coding" 88536626 88540733 "ensembl"
"ENSRNOG00000028247" "Ankrd13d" "protein_coding" 219520075 219532609 "ensembl"
"ENSRNOG00000023637" "Tent5d" "protein_coding" 78991223 78992735 "ensembl"
"ENSRNOG00000014654" "LOC691807" "protein_coding" 227095487 227097246 "ensembl"
"ENSRNOG00000061897" "AABR07033579.3" "protein_coding" 28945575 28960996 "ensembl"
"ENSRNOG00000043387" "Cpe" "protein_coding" 26906716 27014813 "ensembl"
"ENSRNOG00000001622" "Impg2" "protein_coding" 46615200 46693565 "ensembl"
"ENSRNOG00000048353" "Apeg3" "protein_coding" 70234160 70235091 "ensembl"
"ENSRNOG00000047370" "Vom1r51" "protein_coding" 66872787 66873740 "ensembl"
"ENSRNOG00000012222" "Cdh16" "protein_coding" 568287 578520 "ensembl"
"ENSRNOG00000047515" "Olr637" "protein_coding" 77309227 77310156 "ensembl"
"ENSRNOG00000055123" "Olr709" "protein_coding" 78525078 78526022 "ensembl"
"ENSRNOG00000020261" "Fam53c" "protein_coding" 27558089 27570508 "ensembl"
"ENSRNOG00000058002" "LOC100911695" "protein_coding" 296 904 "ensembl"
"ENSRNOG00000013460" "Zfp319" "protein_coding" 10119253 10123232 "ensembl"
"ENSRNOG00000009830" "Fam204a" "protein_coding" 281347536 281376834 "ensembl"
"ENSRNOG00000060730" "LOC100912509" "lincRNA" 180141986 180153906 "ensembl"
"ENSRNOG00000011535" "Gcsh" "protein_coding" 49522054 49532811 "ensembl"
"ENSRNOG00000048289" "AC131806.1" "miRNA" 22696234 22696311 "ensembl"
"ENSRNOG00000057656" "AABR07047174.2" "lincRNA" 22202996 22205656 "ensembl"
"ENSRNOG00000061332" "U4" "snRNA" 21557757 21557892 "ensembl"
"ENSRNOG00000059602" "AABR07072984.1" "lincRNA" 43161564 43163914 "ensembl"
"ENSRNOG00000053362" "Gabarapl1" "protein_coding" 163293724 163302858 "ensembl"
"ENSRNOG00000024603" "Rps15" "protein_coding" 12282109 12283608 "ensembl"
"ENSRNOG00000001367" "Gpc2" "protein_coding" 19593041 19599374 "ensembl"
"ENSRNOG00000019459" "Oaz1" "protein_coding" 11752412 11754508 "ensembl"
"ENSRNOG00000054797" "AABR07065261.1" "lincRNA" 117645829 117651998 "ensembl"
"ENSRNOG00000012597" "Rmc1" "protein_coding" 3597240 3617283 "ensembl"
